Index,Campaign Period Sales,Buy,Historical Sales Volume,Number of Prior Year Transactions,Number of Transactions,Purchase Breadth,Customer_engagement_days,Days_since_last_transaction,Customer_engagement_length,Language_group,Repurchase Method,Last Transaction Channel,Number of Employees,Service Level,Do No Disturb,Email Available,Desk,Executive Chair,Standard Chair,Monitor,Printer,Computer,Insurance,Toner,Office Supplies
662,0.0,0,308898.0,7,7,1,9096,3341,Mid-term,English,NOTICE,MAIL,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
663,0.0,0,733742.4342857144,19,19,1,10709,3555,Mid-term,English,AUTO RENEW,AUTO RENEW,6-10,Premier,False,False,False,False,False,False,False,False,False,False,True
664,0.0,0,54015.42857142858,15,15,1,11957,2360,Mid-term,English,NOTICE,MAIL,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
665,0.0,0,314737.92000000004,7,7,1,5258,2525,Short-term,English,NOTICE,WEB,11-50,Premier,False,True,False,False,False,False,False,False,False,False,True
666,0.0,0,1070914.2476190478,20,20,1,2601,3050,Short-term,English,AUTO RENEW,AUTO RENEW,6-10,Standard,False,False,False,False,False,False,False,False,False,False,True
667,282.6819047619048,1,848893.7600000001,21,21,1,16111,2485,Long-term,English,AUTO RENEW,AUTO RENEW,6-10,Standard,False,True,False,False,False,False,False,False,False,False,True
668,0.0,0,276512.5714285714,23,23,2,8868,5713,Mid-term,English,NOTICE,MAIL,6-10,Premier,False,False,True,False,False,False,False,False,False,False,True
669,0.0,0,5974.026666666667,4,4,1,9309,2316,Mid-term,English,NOTICE,MAIL,1-5,Premier,False,True,False,False,False,False,False,False,False,False,True
670,0.0,0,116034.672,19,19,1,12200,2262,Mid-term,English,AUTO RENEW,AUTO RENEW,1-5,Premier,False,True,False,False,False,False,False,False,False,False,True
671,283.70666666666665,1,163982.45333333334,17,17,1,5098,2379,Short-term,English,NOTICE,MAIL,11-50,Standard,False,False,False,False,False,False,False,False,False,False,True
672,0.0,0,36501.77142857143,1,1,1,9051,2756,Mid-term,English,NOTICE,MAIL,6-10,Standard,False,True,False,False,False,False,False,False,False,False,True
673,0.0,0,117464.53333333334,5,5,1,8639,3723,Mid-term,English,NOTICE,WEB,1-5,Standard,False,True,False,False,False,False,False,False,False,False,True
674,1732.986666666667,1,1746850.56,18,18,2,14773,3656,Long-term,English,AUTO RENEW,AUTO RENEW,101-500,Premier,False,True,False,False,False,False,False,False,True,False,True
675,0.0,0,620202.8857142858,23,23,1,11060,2491,Mid-term,English,AUTO RENEW,AUTO RENEW,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
676,128.28,1,212046.84000000003,19,19,2,19430,2240,Long-term,English,NOTICE,BRANCH (PHONE),1-5,Premier,False,True,False,False,False,False,False,False,False,True,True
677,0.0,0,2985538.4000000004,19,19,3,13373,2989,Mid-term,English,AUTO RENEW,AUTO RENEW,500+,Premier,False,True,False,True,True,False,False,False,False,False,True
678,0.0,0,1769000.0,58,58,0,6256,1967,Short-term,Unknown,NOTICE,MAIL,51-100,Premier,False,True,False,False,False,False,False,False,False,False,False
679,0.0,0,171948.0,7,7,1,8639,3478,Mid-term,English,NOTICE,MAIL,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
680,493.36000000000007,1,839698.7200000002,23,23,1,17283,3452,Long-term,English,NOTICE,MAIL,11-50,Premier,False,True,False,False,False,False,False,False,False,False,True
681,0.0,0,2767139.2,24,24,1,8069,3805,Mid-term,English,NOTICE,MAIL,101-500,Premier,False,True,False,False,False,False,False,False,False,False,True
682,0.0,0,593458.3200000001,21,21,2,3901,2461,Short-term,English,AUTO RENEW,AUTO RENEW,1-5,Standard,False,True,False,False,False,False,False,False,False,True,True
683,0.0,0,881222.6799999999,21,21,1,14299,3172,Long-term,Unknown,AUTO RENEW,AUTO RENEW,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
684,0.0,0,534760.16,22,22,1,4295,3366,Short-term,English,NOTICE,WEB,11-50,Standard,False,True,False,False,False,False,False,False,False,False,True
685,0.0,0,98395.388,17,17,1,5702,3097,Short-term,English,AUTO RENEW,AUTO RENEW,1-5,Standard,False,True,False,False,False,False,False,False,False,False,True
686,0.0,0,372837.6,18,18,1,8198,3283,Mid-term,English,NOTICE,MAIL,51-100,Premier,False,True,False,False,False,False,False,False,False,False,True
687,176.01333333333332,1,358539.16,21,21,2,19750,2728,Long-term,English,NOTICE,MAIL,1-5,Premier,False,True,False,False,False,False,False,False,False,True,True
688,0.0,0,369326.72,21,21,1,2469,2534,Short-term,European,NOTICE,MAIL,1-5,Standard,False,True,False,False,False,False,False,False,False,False,True
689,0.0,0,1174421.7333333334,14,14,1,8851,3999,Mid-term,English,AUTO RENEW,AUTO RENEW,51-100,Premier,False,True,False,False,False,False,False,False,False,False,True
690,442.552380952381,1,1210823.3142857146,19,19,1,16022,4098,Long-term,English,NOTICE,MAIL,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
691,0.0,0,25112.40952380952,1,1,0,2004,2171,Short-term,Unknown,AUTO RENEW,WEB,6-10,Standard,False,False,False,False,False,False,False,False,False,False,False
692,0.0,0,497634.5142857143,18,18,1,10725,2550,Mid-term,English,NOTICE,MAIL,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
693,0.0,0,755486.902857143,19,19,3,11530,3210,Mid-term,English,AUTO RENEW,AUTO RENEW,6-10,Premier,False,True,False,True,False,False,False,False,True,False,True
694,0.0,0,40966.47619047619,2,2,1,11639,3696,Mid-term,English,NOTICE,MAIL,6-10,Premier,True,True,False,False,False,False,False,False,False,False,True
695,148.58666666666667,1,28231.46666666667,19,19,2,14196,2448,Mid-term,English,NOTICE,MAIL,1-5,Premier,False,True,False,False,False,False,True,False,False,False,True
696,0.0,0,435253.28,14,14,3,10800,2472,Mid-term,English,NOTICE,PHONE,11-50,Premier,False,True,False,False,False,False,False,False,True,True,True
697,0.0,0,129649.52,14,14,1,7159,3357,Mid-term,English,NOTICE,WEB,1-5,Standard,False,True,False,False,False,False,False,False,False,False,True
698,0.0,0,211199.1373333333,17,17,1,3328,2357,Short-term,English,NOTICE,BRANCH (POS),1-5,Premier,False,True,False,False,False,False,False,False,False,False,True
699,583.2,1,384912.0,15,15,1,7171,5106,Mid-term,English,NOTICE,MAIL,6-10,Premier,False,False,False,False,False,False,False,False,False,False,True
700,0.0,0,42369.066666666666,4,4,0,9370,2898,Mid-term,Unknown,NOTICE,BRANCH (POS),6-10,Premier,False,True,False,False,False,False,False,False,False,False,False
701,316.3466666666667,1,354940.96,17,17,1,9843,4165,Mid-term,English,NOTICE,MAIL,1-5,Standard,False,False,False,False,False,False,False,False,False,False,True
702,0.0,0,479590.3047619048,23,23,3,3333,2323,Short-term,English,NOTICE,MAIL,6-10,Standard,False,True,True,False,False,False,False,False,True,False,True
703,236.89333333333332,1,575887.6933333334,17,17,1,15975,3352,Long-term,English,NOTICE,MAIL,1-5,Premier,False,True,False,False,False,False,False,False,False,False,True
704,0.0,0,354754.4,20,20,1,9264,3285,Mid-term,English,NOTICE,BRANCH (POS),6-10,Premier,False,False,False,False,False,False,False,False,False,False,True
705,406.12000000000006,1,93813.72000000002,7,7,1,4350,2526,Short-term,English,AUTO RENEW,AUTO RENEW,11-50,Standard,False,True,False,False,False,False,False,False,False,False,True
706,0.0,0,961194.666666667,20,20,1,11165,4002,Mid-term,English,NOTICE,MAIL,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
707,0.0,0,428465.0057142857,24,24,2,10647,2407,Mid-term,English,NOTICE,MAIL,6-10,Premier,False,True,False,True,False,False,False,False,False,False,True
708,371.76666666666665,1,1085186.9,21,21,1,5756,2449,Short-term,English,NOTICE,MAIL,51-100,Standard,True,False,False,False,False,False,False,False,False,False,True
709,0.0,0,215938.8,18,18,1,10892,3081,Mid-term,English,NOTICE,MAIL,1-5,Premier,False,True,False,False,False,False,False,False,False,False,True
710,0.0,0,870744.0,21,21,0,11408,3049,Mid-term,English,NOTICE,MAIL,11-50,Premier,False,False,False,False,False,False,False,False,False,False,False
711,0.0,0,298900.0,21,21,1,12565,2092,Mid-term,English,NOTICE,MAIL,1-5,Premier,False,True,False,False,False,False,False,False,False,False,True
712,0.0,0,43715.0,2,2,1,1766,3484,Short-term,English,NOTICE,WEB,11-50,Standard,True,False,False,False,False,False,False,False,True,False,False
713,0.0,0,473616.0,16,16,0,8820,1805,Mid-term,English,NOTICE,MAIL,11-50,Premier,False,True,False,False,False,False,False,False,False,False,False
714,336.736,1,101020.8,6,6,3,16309,2363,Long-term,English,NOTICE,MAIL,11-50,Premier,False,False,False,True,False,False,False,False,True,False,True
715,0.0,0,658068.0,18,18,1,9523,2733,Mid-term,Asian,NOTICE,MAIL,6-10,Standard,False,True,False,False,False,False,False,False,False,False,True
716,0.0,0,351081.8133333334,16,16,1,3376,2805,Short-term,Unknown,AUTO RENEW,AUTO RENEW,1-5,Standard,True,True,False,False,False,False,False,False,False,False,True
717,0.0,0,364525.7142857143,12,12,1,12582,2378,Mid-term,English,NOTICE,MAIL,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
718,0.0,0,1722571.2,14,14,1,4386,2752,Short-term,English,NOTICE,PHONE,500+,Standard,False,True,False,False,False,False,False,False,False,False,True
719,0.0,0,735933.3333333335,7,7,0,8806,3079,Mid-term,English,NOTICE,MAIL,101-500,Premier,False,False,False,False,False,False,False,False,False,False,False
720,351.12,1,940650.48,19,19,1,10267,4521,Mid-term,Unknown,NOTICE,PHONE,1-5,Premier,False,False,False,False,False,False,False,False,False,False,True
721,0.0,0,543735.7714285714,9,9,0,3657,2886,Short-term,English,AUTO RENEW,PHONE,6-10,Premier,False,True,False,False,False,False,False,False,False,False,False
722,196.17142857142855,1,696408.5714285715,25,25,1,16614,2332,Long-term,English,NOTICE,MAIL,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
723,0.0,0,286095.0857142858,5,5,1,10685,3847,Mid-term,English,AUTO RENEW,BRANCH (PHONE),6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
724,0.0,0,163268.85714285716,6,6,1,3806,2254,Short-term,English,AUTO RENEW,AUTO RENEW,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
725,251.6,1,387464.0,20,20,1,11439,2214,Mid-term,English,NOTICE,WEB,11-50,Premier,False,True,False,False,False,False,False,False,False,False,True
726,348.19200000000006,1,616299.8400000001,15,15,2,14664,2298,Long-term,English,AUTO RENEW,AUTO RENEW,11-50,Premier,False,True,True,False,False,False,False,False,False,False,True
727,0.0,0,1369194.666666667,8,8,1,11090,2274,Mid-term,European,NOTICE,MAIL,500+,Standard,False,False,False,False,False,False,False,False,False,False,True
728,0.0,0,1566389.8590476192,26,26,1,6308,3249,Short-term,English,AUTO RENEW,AUTO RENEW,6-10,Premier,False,False,False,False,False,False,False,False,False,False,True
729,0.0,0,92754.28571428572,20,20,1,2184,3696,Short-term,English,NOTICE,WEB,6-10,Standard,False,True,False,False,False,False,False,False,False,False,True
730,0.0,0,131185.59999999998,21,21,1,11257,1172,Mid-term,English,NOTICE,MAIL,51-100,Premier,False,True,False,False,False,False,False,False,False,False,True
731,266.50666666666666,1,686521.1733333333,23,23,1,9843,3655,Mid-term,English,NOTICE,WEB,1-5,Standard,False,True,False,False,False,False,False,False,False,False,True
732,0.0,0,833587.2000000001,24,24,1,11182,3396,Mid-term,English,NOTICE,BRANCH (PHONE),1-5,Standard,False,True,False,False,False,False,False,False,False,False,True
733,0.0,0,193713.3,17,17,1,10496,2341,Mid-term,English,NOTICE,MAIL,51-100,Premier,False,True,False,False,False,False,False,False,False,False,True
734,276.7142857142857,1,239911.2857142857,17,17,1,1346,2452,Short-term,English,AUTO RENEW,MAIL,6-10,Standard,False,True,False,False,False,False,False,False,False,False,True
735,0.0,0,939101.4285714288,15,15,1,14544,4064,Long-term,English,AUTO RENEW,AUTO RENEW,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
736,0.0,0,151277.33333333334,17,17,1,5463,3204,Short-term,English,NOTICE,MAIL,11-50,Premier,False,False,False,False,False,False,False,False,False,False,True
737,0.0,0,697065.6000000001,18,18,1,8314,2860,Mid-term,English,NOTICE,MAIL,101-500,Premier,False,False,False,False,False,False,False,False,False,False,True
738,0.0,0,1839513.333333333,17,17,1,8670,3142,Mid-term,English,NOTICE,MAIL,101-500,Premier,False,False,False,False,False,False,False,False,False,False,True
739,0.0,0,285136.8,19,19,1,11973,3290,Mid-term,English,NOTICE,MAIL,1-5,Standard,False,True,False,False,False,False,False,False,False,False,True
740,0.0,0,901120.0,5,5,2,9082,5731,Mid-term,English,NOTICE,MAIL,51-100,Standard,False,True,False,True,False,False,False,False,False,False,True
741,107.77333333333334,1,137734.32,18,18,1,15808,2030,Long-term,English,NOTICE,MAIL,1-5,Premier,False,True,False,False,False,False,False,False,False,False,True
742,1417.5333333333335,1,1535188.6000000003,19,19,2,7016,3829,Mid-term,English,NOTICE,MAIL,101-500,Premier,True,True,False,False,False,False,False,False,False,True,True
743,253.2952380952381,1,45593.142857142855,15,15,1,9674,2742,Mid-term,English,NOTICE,MAIL,6-10,Standard,False,False,False,False,False,False,False,False,False,False,True
744,258.6933333333333,1,373553.1733333333,19,19,1,10100,3575,Mid-term,English,NOTICE,MAIL,1-5,Standard,False,True,False,False,False,False,False,False,False,False,True
745,0.0,0,270275.33866666665,26,26,1,6176,3162,Short-term,English,NOTICE,BRANCH (POS),1-5,Standard,False,True,False,False,False,False,False,False,False,False,True
746,467.34133333333335,1,53744.25333333333,1,1,1,14469,2767,Long-term,Unknown,AUTO RENEW,AUTO RENEW,11-50,Standard,False,True,False,False,False,False,False,False,False,False,True
747,0.0,0,776482.2285714286,19,19,1,11349,3946,Mid-term,Asian,NOTICE,MAIL,6-10,Premier,False,False,False,False,False,False,False,False,False,False,True
748,0.0,0,2103171.2,13,13,1,9112,3050,Mid-term,English,AUTO RENEW,WEB,101-500,Standard,False,True,False,False,False,False,False,False,False,False,True
749,0.0,0,107984.44800000002,18,18,1,2003,2981,Short-term,English,AUTO RENEW,AUTO RENEW,1-5,Premier,True,True,False,False,False,False,False,False,False,False,True
750,0.0,0,363990.49142857146,12,12,1,11349,3127,Mid-term,English,AUTO RENEW,AUTO RENEW,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
751,314.8773333333333,1,160587.44000000003,17,17,1,5717,2166,Short-term,English,AUTO RENEW,AUTO RENEW,11-50,Standard,False,False,False,False,False,False,False,False,False,False,True
752,293.7554285714286,1,257329.75542857143,12,12,2,10192,2276,Mid-term,European,AUTO RENEW,AUTO RENEW,6-10,Premier,False,True,False,True,False,False,False,False,False,False,True
753,0.0,0,158408.22857142857,18,18,1,8455,2961,Mid-term,English,NOTICE,MAIL,6-10,Standard,False,False,False,False,False,False,False,False,False,False,True
754,0.0,0,742338.1333333335,26,26,2,13934,3640,Mid-term,English,AUTO RENEW,AUTO RENEW,6-10,Standard,False,True,False,False,False,False,False,False,True,False,True
755,345.12,1,114924.96,9,9,2,10281,2693,Mid-term,English,NOTICE,WEB,11-50,Premier,True,True,False,False,False,False,False,False,True,False,True
756,0.0,0,948337.12,19,19,1,5533,6800,Short-term,English,NOTICE,MAIL,1-5,Premier,False,True,False,False,False,False,False,False,False,False,True
757,0.0,0,26115.120000000003,3,3,1,11104,2218,Mid-term,English,NOTICE,MAIL,1-5,Premier,True,False,False,False,False,False,False,False,False,False,True
758,0.0,0,367062.8571428572,8,8,1,12400,3119,Mid-term,English,NOTICE,MAIL,6-10,Standard,False,True,False,False,False,False,False,False,False,False,True
759,0.0,0,1565109.0000000002,18,18,1,8717,3033,Mid-term,English,AUTO RENEW,AUTO RENEW,51-100,Standard,False,True,False,False,False,False,False,False,False,False,True
760,0.0,0,67193.06666666667,20,20,2,8670,2950,Mid-term,English,NOTICE,BRANCH (POS),6-10,Premier,False,True,False,False,False,False,False,False,True,False,True
761,0.0,0,995736.04,3,3,2,3011,3621,Short-term,English,AUTO RENEW,PHONE,500+,Premier,False,True,True,False,False,False,False,False,False,False,True
762,333.12,1,498014.4,13,13,1,9431,2632,Mid-term,English,NOTICE,MAIL,11-50,Standard,False,True,False,False,False,False,False,False,False,False,True
763,0.0,0,796878.4571428571,19,19,1,9523,3256,Mid-term,English,NOTICE,WEB,6-10,Standard,False,True,False,False,False,False,False,False,False,False,True
764,0.0,0,491887.2,21,21,1,13692,2358,Mid-term,English,NOTICE,MAIL,51-100,Premier,False,True,False,False,False,False,False,False,False,False,True
765,0.0,0,161448.57142857145,15,15,1,8990,2329,Mid-term,English,NOTICE,MAIL,6-10,Standard,False,False,False,False,False,False,False,False,False,False,True
766,346.2476190476191,1,851769.142857143,20,20,2,9796,3408,Mid-term,English,NOTICE,MAIL,6-10,Standard,False,False,False,False,False,True,False,False,False,False,True
767,0.0,0,173721.6,18,18,1,1110,1877,Short-term,English,NOTICE,PHONE,11-50,Premier,False,True,False,False,False,False,False,False,False,False,True
768,0.0,0,115538.55238095242,10,10,2,9721,3822,Mid-term,Asian,AUTO RENEW,AUTO RENEW,6-10,Standard,False,True,False,False,False,False,False,False,True,False,True
769,0.0,0,33321.6,1,1,0,12900,3259,Mid-term,Unknown,NOTICE,WEB,1-5,Standard,False,False,False,False,False,False,False,False,False,False,False
770,0.0,0,775504.1666666667,8,8,0,3144,3298,Short-term,English,AUTO RENEW,AUTO RENEW,51-100,Premier,False,True,False,False,False,False,False,False,False,False,False
771,0.0,0,388746.28571428574,20,20,1,2232,3658,Short-term,English,NOTICE,WEB,6-10,Standard,False,True,False,False,False,False,False,False,False,False,True
772,0.0,0,234909.25714285715,18,18,1,9157,2126,Mid-term,English,NOTICE,WEB,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
773,181.52,1,130694.4,20,20,1,9857,2785,Mid-term,English,NOTICE,MAIL,1-5,Premier,False,False,False,False,False,False,False,False,False,False,True
774,0.0,0,816884.2239999999,16,16,2,4579,3190,Short-term,English,AUTO RENEW,AUTO RENEW,11-50,Premier,False,True,False,True,False,False,False,False,False,False,True
775,0.0,0,888043.5695238097,19,19,1,13234,3357,Mid-term,English,AUTO RENEW,AUTO RENEW,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
776,342.6133333333334,1,801715.2000000001,18,18,1,1884,2680,Short-term,English,NOTICE,MAIL,11-50,Standard,False,True,False,False,False,False,False,False,False,False,True
777,0.0,0,551627.04,9,9,1,8670,3397,Mid-term,English,NOTICE,MAIL,11-50,Premier,False,False,False,False,False,False,False,False,False,False,True
778,0.0,0,147825.7,19,19,1,8041,3823,Mid-term,English,NOTICE,MAIL,51-100,Premier,False,True,False,False,False,False,False,False,False,False,True
779,0.0,0,1344708.933333333,11,11,1,11943,3288,Mid-term,English,NOTICE,MAIL,101-500,Premier,False,False,False,False,False,False,False,False,False,False,True
780,536.5600000000001,1,347690.88000000006,18,18,1,9843,3673,Mid-term,English,NOTICE,MAIL,11-50,Premier,False,True,False,False,False,False,False,False,False,False,True
781,0.0,0,85729.6,7,7,1,9157,3586,Mid-term,English,NOTICE,WEB,6-10,Standard,False,True,False,False,False,False,False,False,False,False,True
782,0.0,0,331858.80000000005,18,18,1,8517,1894,Mid-term,English,NOTICE,PHONE,51-100,Standard,False,False,False,False,False,False,False,False,False,False,True
783,153.71428571428572,1,386745.1428571429,17,17,2,15626,1844,Long-term,English,NOTICE,MAIL,6-10,Standard,False,True,False,True,False,False,False,False,False,False,True
784,0.0,0,193497.9428571429,18,18,1,11593,2902,Mid-term,English,NOTICE,MAIL,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
785,199.2,1,215733.6,19,19,1,13220,2966,Mid-term,English,NOTICE,MAIL,1-5,Standard,False,True,False,False,False,False,False,False,False,False,True
786,150.3047619047619,1,428368.5714285714,19,19,1,15443,2004,Long-term,English,NOTICE,MAIL,6-10,Standard,False,False,False,False,False,False,False,False,False,False,True
787,356.09600000000006,1,1595310.0800000003,32,32,3,14530,2329,Long-term,English,AUTO RENEW,AUTO RENEW,11-50,Standard,False,True,False,False,False,True,True,False,False,False,True
788,0.0,0,50435.84,24,24,2,8670,2463,Mid-term,English,NOTICE,BRANCH (POS),1-5,Premier,False,True,True,False,False,False,False,False,False,False,True
789,0.0,0,493955.2800000001,6,6,1,8747,3328,Mid-term,English,AUTO RENEW,AUTO RENEW,11-50,Standard,False,False,False,False,False,False,False,False,False,False,True
790,278.4533333333333,1,89940.42666666665,17,17,1,5659,3777,Short-term,English,NOTICE,MAIL,1-5,Premier,False,False,False,False,False,False,False,False,False,False,True
791,0.0,0,1079382.857142857,24,24,1,7996,3075,Mid-term,English,NOTICE,MAIL,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
792,389.00952380952384,1,1249498.590476191,22,22,1,23631,3714,Long-term,English,NOTICE,MAIL,6-10,Premier,False,False,False,False,False,False,False,False,False,False,True
793,308.83333333333337,1,68252.16666666667,17,17,0,16295,2697,Long-term,English,NOTICE,MAIL,6-10,Premier,False,False,False,False,False,False,False,False,False,False,False
794,0.0,0,862617.6000000001,16,16,2,11804,3547,Mid-term,English,AUTO RENEW,AUTO RENEW,101-500,Premier,False,True,False,True,False,False,False,False,False,False,True
795,0.0,0,366329.2285714286,15,15,2,10526,2039,Mid-term,English,AUTO RENEW,WEB,6-10,Standard,False,True,False,False,False,False,False,False,True,False,True
796,905.0,1,646170.0,6,6,2,10633,2779,Mid-term,English,NOTICE,MAIL,101-500,Standard,False,False,False,False,False,False,False,False,True,False,True
797,0.0,0,6458148.84,23,23,1,9126,3160,Mid-term,English,AUTO RENEW,AUTO RENEW,500+,Premier,False,True,False,False,False,False,False,False,False,False,True
798,0.0,0,33232.21333333334,4,4,2,8761,3584,Mid-term,Unknown,NOTICE,WEB,1-5,Standard,True,True,False,False,False,False,False,False,True,False,True
799,0.0,0,78419.84,19,19,1,4720,2687,Short-term,English,NOTICE,MAIL,1-5,Premier,False,False,False,False,False,False,False,False,False,False,True
800,339.56666666666666,1,994251.2,24,24,1,5870,2317,Short-term,English,NOTICE,MAIL,51-100,Premier,False,False,False,False,False,False,False,False,False,False,True
801,0.0,0,85294.07999999999,18,18,1,13448,2274,Mid-term,English,NOTICE,MAIL,11-50,Standard,False,False,False,False,False,False,False,False,False,False,True
802,0.0,0,442416.00000000006,18,18,1,9704,2185,Mid-term,English,NOTICE,MAIL,11-50,Premier,False,True,False,False,False,False,False,False,False,False,True
803,0.0,0,265428.0,15,15,1,8285,2939,Mid-term,English,NOTICE,MAIL,11-50,Premier,False,True,False,False,False,False,False,False,False,False,True
804,0.0,0,1160996.5714285714,22,22,2,9674,3028,Mid-term,English,NOTICE,MAIL,6-10,Premier,False,True,False,True,False,False,False,False,False,False,True
805,160.51428571428573,1,257785.9428571429,22,22,2,14956,2077,Long-term,English,NOTICE,MAIL,6-10,Standard,False,True,False,False,False,False,False,False,False,True,True
806,0.0,0,1048732.7999999998,18,18,1,10984,4526,Mid-term,English,NOTICE,MAIL,6-10,Premier,False,False,False,False,False,False,False,False,False,False,True
807,2241.1200000000003,1,3106192.3200000003,18,18,2,15245,2838,Long-term,Unknown,NOTICE,MAIL,500+,Premier,False,False,False,True,False,False,False,False,False,False,True
808,0.0,0,606859.9680000001,23,23,1,13008,3161,Mid-term,English,AUTO RENEW,AUTO RENEW,1-5,Premier,False,True,False,False,False,False,False,False,False,False,True
809,0.0,0,474171.6,19,19,2,11804,3360,Mid-term,English,NOTICE,MAIL,101-500,Premier,True,True,False,False,False,False,False,False,True,False,True
810,0.0,0,463950.4,17,17,2,12200,3255,Mid-term,English,NOTICE,MAIL,6-10,Standard,False,False,False,False,False,False,False,False,True,False,True
811,0.0,0,79806.13333333333,10,10,1,2081,4069,Short-term,English,NOTICE,BRANCH (PHONE),11-50,Standard,False,True,False,False,False,False,False,False,False,False,True
812,0.0,0,359835.42857142864,15,15,1,4118,3314,Short-term,English,NOTICE,MAIL,6-10,Premier,False,False,False,False,False,False,False,False,False,False,True
813,0.0,0,665530.5066666665,22,22,1,1709,2228,Short-term,English,NOTICE,BRANCH (POS),51-100,Premier,False,True,False,False,False,False,False,False,False,False,True
814,0.0,0,211426.2857142857,20,20,2,12231,4370,Mid-term,English,NOTICE,MAIL,6-10,Premier,False,True,True,False,False,False,False,False,False,False,True
815,0.0,0,73349.12000000001,16,16,1,10208,2257,Mid-term,English,AUTO RENEW,AUTO RENEW,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
816,0.0,0,158403.41333333333,16,16,1,9551,3666,Mid-term,English,NOTICE,WEB,1-5,Premier,False,True,False,False,False,False,False,False,False,False,True
817,0.0,0,41704.920000000006,3,3,2,14956,2209,Long-term,English,NOTICE,MAIL,1-5,Premier,False,True,False,False,False,False,False,False,True,False,True
818,0.0,0,780885.6685714286,19,19,2,10373,5472,Mid-term,English,NOTICE,MAIL,6-10,Standard,False,True,False,True,False,False,False,False,False,False,True
819,142.70666666666668,1,180523.93333333332,11,11,1,10161,2387,Mid-term,English,NOTICE,MAIL,1-5,Premier,False,True,False,False,False,False,False,False,False,False,True
820,0.0,0,433398.8571428572,10,10,1,9248,3177,Mid-term,English,NOTICE,MAIL,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
821,0.0,0,138455.04761904763,8,8,0,8792,3347,Mid-term,English,NOTICE,MAIL,6-10,Premier,False,True,False,False,False,False,False,False,False,False,False
822,0.0,0,982338.6666666666,8,8,0,8700,2199,Mid-term,English,NOTICE,WEB,500+,Premier,True,False,False,False,False,False,False,False,False,False,False
823,0.0,0,175302.1666666667,23,23,1,9325,1591,Mid-term,English,NOTICE,WEB,51-100,Standard,False,True,False,False,False,False,False,False,False,False,True
824,1017.75,1,384709.5,9,9,0,15108,4261,Long-term,English,NOTICE,MAIL,51-100,Premier,False,True,False,False,False,False,False,False,False,False,False
825,0.0,0,170454.85714285716,24,24,1,14408,2623,Long-term,English,NOTICE,MAIL,6-10,Standard,False,False,False,False,False,False,False,False,False,False,True
826,191.0095238095238,1,165605.25714285712,17,17,1,1963,2295,Short-term,European,NOTICE,WEB,6-10,Standard,False,True,False,False,False,False,False,False,False,False,True
827,0.0,0,570464.6285714286,17,17,1,5121,2882,Short-term,English,NOTICE,WEB,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
828,0.0,0,520271.1733333333,17,17,1,12657,3282,Mid-term,English,NOTICE,MAIL,1-5,Premier,False,True,False,False,False,False,False,False,False,False,True
829,0.0,0,389901.0266666667,19,19,1,8747,3235,Mid-term,English,NOTICE,MAIL,1-5,Standard,False,False,False,False,False,False,False,False,False,False,True
830,643.1333333333333,1,385880.0,8,8,1,14285,3560,Long-term,English,NOTICE,MAIL,51-100,Premier,False,True,False,False,False,False,False,False,False,False,True
831,0.0,0,204150.85714285716,12,12,1,9295,2958,Mid-term,English,NOTICE,WEB,6-10,Standard,False,True,False,False,False,False,False,False,False,False,True
832,0.0,0,303043.68000000005,9,9,1,9309,2213,Mid-term,English,NOTICE,BRANCH (PHONE),11-50,Standard,False,True,False,False,False,False,False,False,False,False,True
833,377.2000000000001,1,218776.00000000003,20,20,2,16948,2471,Long-term,English,NOTICE,MAIL,51-100,Standard,False,False,True,False,False,False,False,False,False,False,True
834,0.0,0,15943.999999999996,6,6,1,5080,2831,Short-term,Unknown,NOTICE,MAIL,6-10,Standard,False,True,False,False,False,False,False,False,False,False,True
835,0.0,0,1168801.92,22,22,1,5044,3251,Short-term,English,AUTO RENEW,AUTO RENEW,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
836,2290.666666666667,1,3816250.666666667,14,14,8,1468,3272,Short-term,English,NOTICE,WEB,51-100,Standard,False,False,False,True,True,True,True,True,True,True,True
